epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1430.45,0.6187,0.89409,1.1218,0.9052,0.91143,0.9048,0.93876,0.87224,0.91143,0.9048,0.93866,0.78037,0.40495,0.40509,0.89417,0.81936,0.000660767,0.000660767,0.000660767
2,2346.1,0.44441,0.56488,0.58722,0.8312,0.82003,0.97458,0.94858,0.8966,0.82003,0.97458,0.94858,0.75839,0.35123,0.3994,0.59216,0.80813,0.00131429,0.00131429,0.00131429
