epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,27998.1,0.28372,0.41634,0.3001,0.80329,0.93881,0.97299,0.98959,0.97075,0.93881,0.97299,0.98959,0.82568,0.23623,0.31911,0.26033,0.7536,0.0013664,0.0013664,0.0013664
34,28836.9,0.28882,0.40996,0.29943,0.80377,0.96249,0.92444,0.97334,0.95975,0.96249,0.92444,0.97337,0.83754,0.22724,0.30014,0.3144,0.75253,0.0013466,0.0013466,0.0013466
35,29670.2,0.28322,0.41063,0.29477,0.80249,0.93108,0.91345,0.9742,0.9504,0.93118,0.91243,0.97407,0.79675,0.24752,0.31082,0.31887,0.74489,0.0013268,0.0013268,0.0013268
36,30507.3,0.28275,0.4134,0.2977,0.80297,0.9718,0.93079,0.9843,0.97062,0.9718,0.93079,0.9843,0.83251,0.2236,0.31395,0.25684,0.75473,0.001307,0.001307,0.001307
37,31348.1,0.27939,0.40618,0.2933,0.80078,0.96496,0.9383,0.97811,0.96425,0.96496,0.9383,0.97811,0.83954,0.22264,0.32559,0.29145,0.75095,0.0012872,0.0012872,0.0012872
38,32189.6,0.28187,0.4155,0.29803,0.80169,0.96425,0.94279,0.98692,0.97079,0.96425,0.94279,0.98692,0.83819,0.23161,0.31858,0.25911,0.7531,0.0012674,0.0012674,0.0012674
39,33040.3,0.27973,0.40581,0.29168,0.80159,0.95269,0.96704,0.99022,0.97522,0.95269,0.96704,0.99022,0.85882,0.2205,0.28942,0.25366,0.75206,0.0012476,0.0012476,0.0012476
40,33867.9,0.27592,0.40588,0.29055,0.80148,0.96186,0.94562,0.98947,0.97453,0.96186,0.94562,0.98947,0.83995,0.21457,0.29893,0.24305,0.74957,0.0012278,0.0012278,0.0012278
41,34698.2,0.27541,0.40578,0.28289,0.80053,0.9682,0.96116,0.99041,0.97719,0.9682,0.96116,0.99041,0.84191,0.21167,0.30368,0.2329,0.75109,0.001208,0.001208,0.001208
42,35536.2,0.2749,0.39963,0.28205,0.80163,0.95304,0.96398,0.99029,0.97752,0.95304,0.96398,0.99029,0.85335,0.21497,0.29735,0.23332,0.75083,0.0011882,0.0011882,0.0011882
43,36372.1,0.27311,0.40745,0.284,0.80036,0.92469,0.93431,0.98194,0.95974,0.92469,0.93431,0.98184,0.82101,0.23635,0.31612,0.28397,0.75172,0.0011684,0.0011684,0.0011684
44,37211.6,0.2747,0.40838,0.28284,0.804,0.92609,0.95427,0.98344,0.96693,0.92609,0.95427,0.98344,0.84355,0.22629,0.29852,0.26414,0.75107,0.0011486,0.0011486,0.0011486
45,38071,0.27473,0.40828,0.28318,0.80148,0.97125,0.95445,0.9899,0.97243,0.97125,0.95445,0.9899,0.83742,0.22738,0.29847,0.25712,0.74353,0.0011288,0.0011288,0.0011288
46,38933.3,0.26932,0.39097,0.27716,0.80047,0.97156,0.95911,0.99079,0.97664,0.97156,0.95911,0.99079,0.85643,0.22119,0.29865,0.22724,0.75164,0.001109,0.001109,0.001109
47,39808.1,0.26797,0.39364,0.27146,0.79906,0.9753,0.95975,0.99147,0.97773,0.9753,0.95975,0.99126,0.8539,0.20953,0.30293,0.21572,0.75082,0.0010892,0.0010892,0.0010892
48,40686.9,0.26475,0.38928,0.26816,0.7993,0.97821,0.95926,0.99151,0.97959,0.97821,0.95926,0.99148,0.84838,0.21763,0.30155,0.22372,0.74487,0.0010694,0.0010694,0.0010694
49,41519.4,0.2644,0.39724,0.26795,0.799,0.96809,0.96239,0.99046,0.97728,0.96809,0.96239,0.99046,0.85661,0.21355,0.29581,0.21987,0.75075,0.0010496,0.0010496,0.0010496
50,42370.4,0.26276,0.39549,0.26319,0.79842,0.97226,0.96451,0.99139,0.97862,0.97226,0.96451,0.99139,0.84855,0.21395,0.30398,0.22186,0.74337,0.0010298,0.0010298,0.0010298
51,43216.6,0.26219,0.38887,0.2669,0.79963,0.96877,0.96946,0.99207,0.97556,0.96877,0.96946,0.99207,0.8528,0.22451,0.30202,0.22624,0.74215,0.00101,0.00101,0.00101
52,44070.4,0.26457,0.39179,0.26592,0.79988,0.97661,0.95957,0.99073,0.97975,0.97661,0.95957,0.99073,0.86432,0.20657,0.29795,0.20282,0.749,0.0009902,0.0009902,0.0009902
53,44922.3,0.26427,0.39373,0.26547,0.7998,0.9709,0.96017,0.99099,0.97828,0.9709,0.96017,0.99098,0.86433,0.21517,0.28558,0.22318,0.74945,0.0009704,0.0009704,0.0009704
54,45774.8,0.25714,0.38636,0.25649,0.79839,0.96946,0.94968,0.9904,0.97737,0.96946,0.94968,0.9904,0.84238,0.21176,0.30231,0.21777,0.75017,0.0009506,0.0009506,0.0009506
55,46649.2,0.2603,0.3886,0.25851,0.79926,0.97533,0.95886,0.99158,0.98015,0.97533,0.95886,0.99158,0.84461,0.21776,0.29409,0.22544,0.73307,0.0009308,0.0009308,0.0009308
56,47478.9,0.25946,0.39163,0.25443,0.79929,0.96672,0.95388,0.99048,0.97718,0.96672,0.95388,0.99048,0.84054,0.20586,0.30095,0.21842,0.75048,0.000911,0.000911,0.000911
57,48326.8,0.25828,0.38059,0.25568,0.79856,0.97608,0.96081,0.99134,0.97948,0.97608,0.96081,0.99134,0.83772,0.21239,0.29106,0.21961,0.7422,0.0008912,0.0008912,0.0008912
58,49178.1,0.25869,0.39237,0.25849,0.79911,0.9802,0.95869,0.99153,0.98084,0.9802,0.95869,0.99153,0.85515,0.20447,0.28348,0.21445,0.74895,0.0008714,0.0008714,0.0008714
59,50030,0.25771,0.3901,0.25684,0.79896,0.97909,0.96718,0.99256,0.97988,0.97909,0.96718,0.99256,0.85405,0.2108,0.2928,0.20901,0.73039,0.0008516,0.0008516,0.0008516
60,50881.1,0.2522,0.37881,0.24758,0.79607,0.97593,0.96619,0.99225,0.98191,0.97593,0.96619,0.99225,0.85971,0.19876,0.29121,0.20075,0.74732,0.0008318,0.0008318,0.0008318
61,51724.4,0.25415,0.37989,0.25056,0.79805,0.97296,0.96553,0.99124,0.979,0.97296,0.96553,0.99124,0.85062,0.20864,0.28166,0.21948,0.72916,0.000812,0.000812,0.000812
62,52576.5,0.24935,0.37422,0.24092,0.79678,0.97407,0.96575,0.99092,0.98214,0.97407,0.96575,0.99092,0.86617,0.19936,0.29733,0.20825,0.74562,0.0007922,0.0007922,0.0007922
63,53426.7,0.25127,0.3859,0.24712,0.79952,0.98021,0.96195,0.99175,0.98183,0.98021,0.96195,0.99175,0.85595,0.20104,0.28742,0.20236,0.74544,0.0007724,0.0007724,0.0007724
64,54284.2,0.25057,0.37966,0.24763,0.79633,0.97569,0.95886,0.99147,0.98113,0.97569,0.95886,0.99147,0.86279,0.20079,0.29647,0.19643,0.74872,0.0007526,0.0007526,0.0007526
65,55137.3,0.24836,0.3837,0.24552,0.79609,0.97679,0.96116,0.99179,0.98185,0.97679,0.96116,0.99179,0.86195,0.199,0.28977,0.19847,0.74765,0.0007328,0.0007328,0.0007328
66,55990,0.24803,0.37944,0.24266,0.79651,0.97583,0.97263,0.9929,0.98329,0.97583,0.97263,0.9929,0.86258,0.19167,0.28604,0.18988,0.74942,0.000713,0.000713,0.000713
67,56830.3,0.24228,0.36528,0.23067,0.79555,0.98167,0.9601,0.99177,0.98229,0.98167,0.9601,0.99177,0.87352,0.19552,0.28759,0.19412,0.72982,0.0006932,0.0006932,0.0006932
68,57679.8,0.24587,0.3801,0.24059,0.79565,0.98082,0.96451,0.99242,0.98317,0.98082,0.96451,0.99242,0.866,0.1962,0.28365,0.197,0.73364,0.0006734,0.0006734,0.0006734
69,58529.3,0.24339,0.37387,0.23562,0.79532,0.9667,0.96893,0.99205,0.98263,0.9667,0.96893,0.99205,0.85966,0.19822,0.28686,0.1924,0.74991,0.0006536,0.0006536,0.0006536
70,59377,0.2454,0.37893,0.23897,0.79774,0.9803,0.96648,0.99208,0.98378,0.9803,0.96648,0.99208,0.86333,0.19524,0.28961,0.18054,0.74861,0.0006338,0.0006338,0.0006338
71,60231,0.24123,0.36772,0.2353,0.79419,0.97585,0.97025,0.99261,0.98418,0.97585,0.97025,0.99261,0.86249,0.1968,0.27891,0.17862,0.74942,0.000614,0.000614,0.000614
72,61077.6,0.24123,0.36844,0.23156,0.7956,0.97108,0.96787,0.99178,0.98326,0.97108,0.96787,0.99178,0.86267,0.18966,0.29452,0.18036,0.74822,0.0005942,0.0005942,0.0005942
73,61929.5,0.23812,0.36821,0.22722,0.79614,0.97773,0.96872,0.99235,0.98398,0.97773,0.96872,0.99235,0.86409,0.18871,0.28915,0.1832,0.74803,0.0005744,0.0005744,0.0005744
74,62769.5,0.23932,0.37425,0.2306,0.79499,0.97884,0.97199,0.99278,0.98374,0.97884,0.97199,0.99278,0.85929,0.19607,0.28674,0.17786,0.74904,0.0005546,0.0005546,0.0005546
75,63618.6,0.23886,0.37118,0.23059,0.79536,0.98021,0.96804,0.99225,0.98419,0.98021,0.96804,0.99225,0.86311,0.1916,0.28935,0.18318,0.74873,0.0005348,0.0005348,0.0005348
76,64471.2,0.23777,0.37235,0.22543,0.79488,0.97808,0.96928,0.99287,0.98556,0.97808,0.96928,0.99287,0.86466,0.18805,0.2803,0.17521,0.74839,0.000515,0.000515,0.000515
77,65320.5,0.23707,0.36995,0.22579,0.79567,0.9805,0.96778,0.99266,0.98425,0.9805,0.96778,0.99263,0.86837,0.19195,0.28208,0.17738,0.74864,0.0004952,0.0004952,0.0004952
78,66174.9,0.23593,0.36955,0.22611,0.7937,0.97683,0.97016,0.99282,0.98432,0.97683,0.97016,0.9928,0.86116,0.18719,0.28671,0.17421,0.74909,0.0004754,0.0004754,0.0004754
79,67024.3,0.23374,0.36908,0.22649,0.79448,0.97357,0.96907,0.99251,0.98464,0.97357,0.96907,0.99248,0.86242,0.19064,0.28708,0.17699,0.74901,0.0004556,0.0004556,0.0004556
80,67874.7,0.23623,0.37203,0.22707,0.79707,0.97534,0.96928,0.99226,0.98533,0.97534,0.96928,0.99226,0.87333,0.1819,0.27657,0.17097,0.74821,0.0004358,0.0004358,0.0004358
81,68727,0.2325,0.36866,0.22546,0.79469,0.97993,0.96716,0.9929,0.98615,0.97993,0.96716,0.9929,0.87033,0.18343,0.28834,0.17436,0.74764,0.000416,0.000416,0.000416
82,69576.5,0.23122,0.3612,0.21829,0.79433,0.97625,0.9691,0.99272,0.98468,0.97625,0.9691,0.99272,0.86378,0.18761,0.28427,0.17796,0.74811,0.0003962,0.0003962,0.0003962
83,70431,0.23171,0.36955,0.2226,0.79472,0.97615,0.9721,0.99303,0.98573,0.97615,0.9721,0.99303,0.86644,0.18314,0.28212,0.17013,0.74761,0.0003764,0.0003764,0.0003764
84,71287.7,0.22974,0.36644,0.21909,0.79302,0.97303,0.97439,0.99264,0.985,0.97303,0.97439,0.99264,0.87164,0.18334,0.27195,0.17239,0.74754,0.0003566,0.0003566,0.0003566
85,72131.2,0.22702,0.35722,0.21491,0.79295,0.98001,0.96947,0.99268,0.986,0.98001,0.96947,0.99268,0.87286,0.18098,0.28201,0.16922,0.74791,0.0003368,0.0003368,0.0003368
86,72982.4,0.22898,0.35716,0.2144,0.79532,0.97001,0.97793,0.99281,0.98664,0.97861,0.96945,0.99279,0.87025,0.17925,0.27345,0.16502,0.74718,0.000317,0.000317,0.000317
87,73831.8,0.22765,0.35959,0.21361,0.79501,0.97819,0.96999,0.99239,0.98586,0.97819,0.96999,0.99239,0.86885,0.17566,0.27472,0.16546,0.74618,0.0002972,0.0002972,0.0002972
88,74680.7,0.22459,0.35611,0.21014,0.79407,0.98068,0.96792,0.99257,0.98563,0.98068,0.96792,0.99257,0.86632,0.17928,0.27878,0.16725,0.74714,0.0002774,0.0002774,0.0002774
89,75533.9,0.22491,0.35721,0.2127,0.79298,0.9774,0.97387,0.99311,0.9858,0.9774,0.97387,0.99311,0.86952,0.1792,0.27468,0.16766,0.74705,0.0002576,0.0002576,0.0002576
90,76382.1,0.22238,0.35844,0.20814,0.79355,0.9807,0.96911,0.99305,0.98677,0.9807,0.96911,0.99305,0.86767,0.1754,0.27297,0.16477,0.74739,0.0002378,0.0002378,0.0002378
91,77186.7,0.19595,0.34547,0.19586,0.78077,0.97862,0.97069,0.993,0.98639,0.97862,0.97069,0.993,0.87312,0.1797,0.27513,0.1635,0.74741,0.000218,0.000218,0.000218
92,77992.6,0.19417,0.33491,0.19155,0.7816,0.97903,0.96999,0.99296,0.9869,0.97903,0.96999,0.99294,0.87427,0.17787,0.27347,0.16289,0.74714,0.0001982,0.0001982,0.0001982
93,78800.6,0.19184,0.33675,0.18699,0.78152,0.97752,0.9749,0.99305,0.98715,0.97752,0.9749,0.99305,0.87694,0.17633,0.27775,0.15647,0.74697,0.0001784,0.0001784,0.0001784
94,79614.1,0.1887,0.33139,0.18167,0.78158,0.9831,0.96928,0.99308,0.98733,0.9831,0.96928,0.99308,0.87502,0.17272,0.27153,0.15978,0.74729,0.0001586,0.0001586,0.0001586
95,80428.1,0.18728,0.32944,0.18109,0.77984,0.97869,0.97315,0.99335,0.98745,0.97869,0.97315,0.99335,0.87097,0.17519,0.26993,0.15953,0.74715,0.0001388,0.0001388,0.0001388
96,81237,0.18555,0.33123,0.17834,0.78051,0.9821,0.96875,0.99286,0.98762,0.9821,0.96875,0.99286,0.87096,0.17341,0.27127,0.1604,0.74663,0.000119,0.000119,0.000119
97,82051.3,0.18462,0.33112,0.17419,0.78143,0.97927,0.96981,0.9927,0.98662,0.97927,0.96981,0.9927,0.86676,0.1696,0.27217,0.16113,0.74615,9.92e-05,9.92e-05,9.92e-05
98,82863.7,0.18347,0.32798,0.17305,0.7788,0.97902,0.97235,0.99306,0.98753,0.97902,0.97235,0.99306,0.85838,0.17169,0.2748,0.16346,0.74377,7.94e-05,7.94e-05,7.94e-05
99,83676.7,0.18244,0.32765,0.17021,0.77954,0.98131,0.96928,0.99294,0.98772,0.98131,0.96928,0.99294,0.87002,0.17061,0.27287,0.15687,0.74667,5.96e-05,5.96e-05,5.96e-05
100,84491.4,0.1804,0.32533,0.16846,0.7799,0.98352,0.96698,0.99295,0.98767,0.98352,0.96698,0.99295,0.8773,0.169,0.2706,0.1544,0.7464,3.98e-05,3.98e-05,3.98e-05
